station_id,date,tx,tn,tm,pp,eto
87480,1984-05-28,19,10.7,14.8,4.2,3
87480,1984-05-29,13.4,4.8,8.7,0,3
87480,1984-05-30,16,2.7,8,0,1
87480,1984-05-31,18.8,4,12.8,0,1.5
87480,1984-06-01,18.9,9.5,13.9,0,3.5
87480,1984-06-02,15.9,5.9,11,0,2
87480,1984-06-03,14.5,-0.2,5.5,0,5.7
87480,1984-06-04,11.9,2,6.9,0,5.8
87480,1984-06-05,12.3,2,7.7,4.7,5.8
87480,1984-06-06,9,4.8,7,2.8,6.4
87480,1984-06-07,11,0,5.7,0,3.8
87480,1984-06-08,9.3,6,7.2,2,2.1
87480,1984-06-09,13.5,1.5,6.8,0,4.9
87480,1984-06-10,16.1,2.4,9.9,0,5.6
87480,1984-06-11,15.1,4.2,9.8,0,5
87480,1984-06-12,16.6,0,7.2,0,5.2
87480,1984-06-13,16,0.4,6.8,0,1
87480,1984-06-14,13.7,2.5,8.4,0,5.8
87480,1984-06-15,11.7,2,8.9,0,6
87480,1984-06-16,12.5,9.9,11.2,0,6.2
87480,1984-06-17,13.8,9,11.2,0,7
87480,1984-06-18,12.3,10.6,11.2,1.3,7.2
87480,1984-06-19,12.4,10.6,11.7,2.6,6.9
87480,1984-06-20,12.6,11.2,12.2,2,3.1
87480,1984-06-21,15.3,11.3,12.8,0.2,5.8
87480,1984-06-22,11.4,4,7.4,0,5.6
87480,1984-06-23,11.5,-0.8,5.3,0,5.7
87480,1984-06-24,14.8,7.2,10.1,0,6
87480,1984-06-25,9.1,3.3,7.1,0,5.6
87480,1984-06-26,8.7,3.2,5.9,0,4.8
87480,1984-06-27,10,-4.9,1.5,0,5.4
87480,1984-06-28,12.7,-3,4.4,0,7.1
87480,1984-06-29,15.4,0,7.5,0,8.1
87480,1984-06-30,18.5,1.8,12.8,0,6.5
